method_name	method_col	method_pch	organism	threshold	TPR	L1
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.01	0.333333333333333	2 ds. 1 rem (n = 3, n.ds = 3)
casper	casper	complete	Human	0.01	0.333333333333333	2 ds. 1 rem (n = 3, n.ds = 3)
casper, incomplete	casper	incomplete	Human	0.01	0.333333333333333	2 ds. 1 rem (n = 3, n.ds = 3)
MISO	MISO	complete	Human	0.01	0.666666666666667	2 ds. 1 rem (n = 3, n.ds = 3)
MISO, incomplete	MISO	incomplete	Human	0.01	0	2 ds. 1 rem (n = 3, n.ds = 3)
SplicingGraph	SplicingGraph	complete	Human	0.01	0.333333333333333	2 ds. 1 rem (n = 3, n.ds = 3)
SplicingGraph, incomplete	SplicingGraph	incomplete	Human	0.01	0	2 ds. 1 rem (n = 3, n.ds = 3)
TopHat-junctions	TopHat-junctions	complete	Human	0.01	0.333333333333333	2 ds. 1 rem (n = 3, n.ds = 3)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Human	0.01	0.333333333333333	2 ds. 1 rem (n = 3, n.ds = 3)
kallisto	kallisto	complete	Human	0.01	0.333333333333333	2 ds. 1 rem (n = 3, n.ds = 3)
kallisto, incomplete	kallisto	incomplete	Human	0.01	0	2 ds. 1 rem (n = 3, n.ds = 3)
DEXSeq-default	DEXSeq-default	complete	Human	0.05	0.666666666666667	2 ds. 1 rem (n = 3, n.ds = 3)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.05	0.333333333333333	2 ds. 1 rem (n = 3, n.ds = 3)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.05	0.666666666666667	2 ds. 1 rem (n = 3, n.ds = 3)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.05	0.333333333333333	2 ds. 1 rem (n = 3, n.ds = 3)
featureCounts-flat	featureCounts-flat	complete	Human	0.05	0.666666666666667	2 ds. 1 rem (n = 3, n.ds = 3)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Human	0.05	0.333333333333333	2 ds. 1 rem (n = 3, n.ds = 3)
featureCounts-exon	featureCounts-exon	complete	Human	0.05	0.666666666666667	2 ds. 1 rem (n = 3, n.ds = 3)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.05	0.333333333333333	2 ds. 1 rem (n = 3, n.ds = 3)
casper	casper	complete	Human	0.05	0.333333333333333	2 ds. 1 rem (n = 3, n.ds = 3)
casper, incomplete	casper	incomplete	Human	0.05	0.333333333333333	2 ds. 1 rem (n = 3, n.ds = 3)
MISO	MISO	complete	Human	0.05	0.666666666666667	2 ds. 1 rem (n = 3, n.ds = 3)
MISO, incomplete	MISO	incomplete	Human	0.05	0	2 ds. 1 rem (n = 3, n.ds = 3)
SplicingGraph	SplicingGraph	complete	Human	0.05	0.666666666666667	2 ds. 1 rem (n = 3, n.ds = 3)
SplicingGraph, incomplete	SplicingGraph	incomplete	Human	0.05	0	2 ds. 1 rem (n = 3, n.ds = 3)
TopHat-junctions	TopHat-junctions	complete	Human	0.05	0.666666666666667	2 ds. 1 rem (n = 3, n.ds = 3)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Human	0.05	0.333333333333333	2 ds. 1 rem (n = 3, n.ds = 3)
kallisto	kallisto	complete	Human	0.05	0.333333333333333	2 ds. 1 rem (n = 3, n.ds = 3)
kallisto, incomplete	kallisto	incomplete	Human	0.05	0	2 ds. 1 rem (n = 3, n.ds = 3)
DEXSeq-default	DEXSeq-default	complete	Human	0.1	0.666666666666667	2 ds. 1 rem (n = 3, n.ds = 3)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.1	0.333333333333333	2 ds. 1 rem (n = 3, n.ds = 3)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.1	0.666666666666667	2 ds. 1 rem (n = 3, n.ds = 3)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.1	0.333333333333333	2 ds. 1 rem (n = 3, n.ds = 3)
featureCounts-flat	featureCounts-flat	complete	Human	0.1	0.666666666666667	2 ds. 1 rem (n = 3, n.ds = 3)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Human	0.1	0.333333333333333	2 ds. 1 rem (n = 3, n.ds = 3)
featureCounts-exon	featureCounts-exon	complete	Human	0.1	0.666666666666667	2 ds. 1 rem (n = 3, n.ds = 3)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.1	0.333333333333333	2 ds. 1 rem (n = 3, n.ds = 3)
casper	casper	complete	Human	0.1	0.333333333333333	2 ds. 1 rem (n = 3, n.ds = 3)
casper, incomplete	casper	incomplete	Human	0.1	0.333333333333333	2 ds. 1 rem (n = 3, n.ds = 3)
MISO	MISO	complete	Human	0.1	0.666666666666667	2 ds. 1 rem (n = 3, n.ds = 3)
MISO, incomplete	MISO	incomplete	Human	0.1	0	2 ds. 1 rem (n = 3, n.ds = 3)
SplicingGraph	SplicingGraph	complete	Human	0.1	0.666666666666667	2 ds. 1 rem (n = 3, n.ds = 3)
SplicingGraph, incomplete	SplicingGraph	incomplete	Human	0.1	0	2 ds. 1 rem (n = 3, n.ds = 3)
TopHat-junctions	TopHat-junctions	complete	Human	0.1	0.666666666666667	2 ds. 1 rem (n = 3, n.ds = 3)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Human	0.1	0.333333333333333	2 ds. 1 rem (n = 3, n.ds = 3)
kallisto	kallisto	complete	Human	0.1	0.333333333333333	2 ds. 1 rem (n = 3, n.ds = 3)
kallisto, incomplete	kallisto	incomplete	Human	0.1	0	2 ds. 1 rem (n = 3, n.ds = 3)
DEXSeq-default	DEXSeq-default	complete	Human	0.01	0.526315789473684	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.01	0.526315789473684	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.01	0.578947368421053	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.01	0.578947368421053	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
featureCounts-flat	featureCounts-flat	complete	Human	0.01	0.578947368421053	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Human	0.01	0.578947368421053	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
featureCounts-exon	featureCounts-exon	complete	Human	0.01	0.605263157894737	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.01	0.552631578947368	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
casper	casper	complete	Human	0.01	0.342105263157895	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
casper, incomplete	casper	incomplete	Human	0.01	0.368421052631579	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
MISO	MISO	complete	Human	0.01	0.605263157894737	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
MISO, incomplete	MISO	incomplete	Human	0.01	0.473684210526316	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
SplicingGraph	SplicingGraph	complete	Human	0.01	0.631578947368421	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
SplicingGraph, incomplete	SplicingGraph	incomplete	Human	0.01	0.5	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
TopHat-junctions	TopHat-junctions	complete	Human	0.01	0.5	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Human	0.01	0.394736842105263	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
kallisto	kallisto	complete	Human	0.01	0.552631578947368	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
kallisto, incomplete	kallisto	incomplete	Human	0.01	0.236842105263158	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
DEXSeq-default	DEXSeq-default	complete	Human	0.05	0.578947368421053	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.05	0.552631578947368	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.05	0.631578947368421	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.05	0.605263157894737	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
featureCounts-flat	featureCounts-flat	complete	Human	0.05	0.631578947368421	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Human	0.05	0.605263157894737	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
featureCounts-exon	featureCounts-exon	complete	Human	0.05	0.605263157894737	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.05	0.552631578947368	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
casper	casper	complete	Human	0.05	0.368421052631579	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
casper, incomplete	casper	incomplete	Human	0.05	0.447368421052632	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
MISO	MISO	complete	Human	0.05	0.605263157894737	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
MISO, incomplete	MISO	incomplete	Human	0.05	0.473684210526316	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
SplicingGraph	SplicingGraph	complete	Human	0.05	0.631578947368421	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
SplicingGraph, incomplete	SplicingGraph	incomplete	Human	0.05	0.552631578947368	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
TopHat-junctions	TopHat-junctions	complete	Human	0.05	0.5	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Human	0.05	0.421052631578947	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
kallisto	kallisto	complete	Human	0.05	0.605263157894737	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
kallisto, incomplete	kallisto	incomplete	Human	0.05	0.342105263157895	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
DEXSeq-default	DEXSeq-default	complete	Human	0.1	0.605263157894737	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.1	0.578947368421053	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.1	0.657894736842105	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.1	0.631578947368421	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
featureCounts-flat	featureCounts-flat	complete	Human	0.1	0.657894736842105	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Human	0.1	0.631578947368421	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
featureCounts-exon	featureCounts-exon	complete	Human	0.1	0.605263157894737	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.1	0.552631578947368	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
casper	casper	complete	Human	0.1	0.421052631578947	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
casper, incomplete	casper	incomplete	Human	0.1	0.447368421052632	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
MISO	MISO	complete	Human	0.1	0.684210526315789	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
MISO, incomplete	MISO	incomplete	Human	0.1	0.5	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
SplicingGraph	SplicingGraph	complete	Human	0.1	0.631578947368421	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
SplicingGraph, incomplete	SplicingGraph	incomplete	Human	0.1	0.552631578947368	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
TopHat-junctions	TopHat-junctions	complete	Human	0.1	0.552631578947368	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Human	0.1	0.421052631578947	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
kallisto	kallisto	complete	Human	0.1	0.657894736842105	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
kallisto, incomplete	kallisto	incomplete	Human	0.1	0.368421052631579	2 ds.[ 2,69] rem (n = 38, n.ds = 38)
