method_name	method_col	method_pch	organism	threshold	TPR	L1
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.05	0.614604462474645	[ 2,69] (n = 15956)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.05	0.68762677484787	[ 2,69] (n = 15956)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.05	0.679513184584179	[ 2,69] (n = 15956)
featureCounts-exon	featureCounts-exon	complete	Human	0.05	0.612576064908722	[ 2,69] (n = 15956)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.05	0.601419878296146	[ 2,69] (n = 15956)
featureCounts-flat	featureCounts-flat	complete	Human	0.05	0.690669371196755	[ 2,69] (n = 15956)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Human	0.05	0.684584178498986	[ 2,69] (n = 15956)
kallisto	kallisto	complete	Human	0.05	0.705882352941177	[ 2,69] (n = 15956)
kallisto, incomplete	kallisto	incomplete	Human	0.05	0.640973630831643	[ 2,69] (n = 15956)
MISO	MISO	complete	Human	0.05	0.710953346855984	[ 2,69] (n = 15956)
MISO, incomplete	MISO	incomplete	Human	0.05	0.664300202839757	[ 2,69] (n = 15956)
SplicingGraph	SplicingGraph	complete	Human	0.05	0.676470588235294	[ 2,69] (n = 15956)
SplicingGraph, incomplete	SplicingGraph	incomplete	Human	0.05	0.652129817444219	[ 2,69] (n = 15956)
TopHat-junctions	TopHat-junctions	complete	Human	0.05	0.653144016227181	[ 2,69] (n = 15956)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Human	0.05	0.60446247464503	[ 2,69] (n = 15956)
casper	casper	complete	Human	0.1	0.419878296146045	[ 2,69] (n = 15956)
casper, incomplete	casper	incomplete	Human	0.1	0.441176470588235	[ 2,69] (n = 15956)
DEXSeq-default	DEXSeq-default	complete	Human	0.1	0.630831643002028	[ 2,69] (n = 15956)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.1	0.632860040567951	[ 2,69] (n = 15956)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.1	0.709939148073022	[ 2,69] (n = 15956)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.1	0.698782961460446	[ 2,69] (n = 15956)
featureCounts-exon	featureCounts-exon	complete	Human	0.1	0.630831643002028	[ 2,69] (n = 15956)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.1	0.618661257606491	[ 2,69] (n = 15956)
featureCounts-flat	featureCounts-flat	complete	Human	0.1	0.71501014198783	[ 2,69] (n = 15956)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Human	0.1	0.703853955375254	[ 2,69] (n = 15956)
kallisto	kallisto	complete	Human	0.1	0.72920892494929	[ 2,69] (n = 15956)
kallisto, incomplete	kallisto	incomplete	Human	0.1	0.662271805273834	[ 2,69] (n = 15956)
MISO	MISO	complete	Human	0.1	0.73630831643002	[ 2,69] (n = 15956)
MISO, incomplete	MISO	incomplete	Human	0.1	0.698782961460446	[ 2,69] (n = 15956)
SplicingGraph	SplicingGraph	complete	Human	0.1	0.698782961460446	[ 2,69] (n = 15956)
SplicingGraph, incomplete	SplicingGraph	incomplete	Human	0.1	0.675456389452333	[ 2,69] (n = 15956)
TopHat-junctions	TopHat-junctions	complete	Human	0.1	0.688640973630832	[ 2,69] (n = 15956)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Human	0.1	0.632860040567951	[ 2,69] (n = 15956)
